obs,time,elapsed,date,hhmmss,Round,ShrubID,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,?CO2:MN,?CO2:SLP,?CO2:SD,?CO2:OK,?H2O:MN,?H2O:SLP,?H2O:SD,?H2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
21,1567184777,2859.6,20190830 11:06:17,11:06:17,1,13,1567184772,0.000210928,0.246069979,398.8556667,272.6517208,22.8923876,33.48872506,0.00402186,1.760842134,0.004016764,0.002510935,364.2752447,41.04868228,40.04283889,7.430637185,50.27826695,3.30346305,6.570359821,4.127174135,-9.301927163,-216.9294255,-29.87874351,108.1651485,-0.001008218,0.019472868,2.36646893,14,1,1,0,42799.76022,1906.202222,934.0390889,0.49,0.39,36,0.5,0: Broadleaf,1567184772,398.8556667,400.0443889,39.34473333,38.61526667,999.9976111,83.86165,0.100363983,37.7577,40.04283889,40.35429444,0,0,9997.848333,1906.202222,347.6392222,1567184795,11:06:35,20,-0.107,0.427,400,39,0.34,0.17,-1.22692122,0.491930801,0.064334833,0,0.733818951,-0.025300369,0.024300846,1,1,2,1/2,100,100,-0.107,0.427,2,1075.62,516.961,37.3967,37.2913,30.0001,36.9627,36.8736,30.7451,24.264,86.6818,-999.9,400,38.508,99.5367,100.983
22,1567184854,2936.1,20190830 11:07:33,11:07:33,1,13,1567184849,0.000167142,0.273291987,398.7376111,234.0577299,19.65123297,33.47757706,0.003171776,1.760318677,0.003168604,0.001980662,365.60615,41.20096355,40.12422778,7.462997124,50.17610209,3.31858245,6.61387057,4.144414674,-7.370948779,-213.04512,-29.3811203,115.8089609,-0.001007661,0.019462113,2.365610971,13,1,1,0,42760.28522,1913.166667,937.4516667,0.49,0.39,36,0.5,0: Broadleaf,1567184849,398.7376111,399.9613889,39.52626667,38.94833889,999.9982222,83.8587,0.100214656,37.87933889,40.12422778,40.40521111,0,0,9992.677778,1913.166667,348.3494444,1567184873,11:07:52,21,-0.136,0.438,400,39,0.32,0.18,-1.200356585,0.067236794,0.022493168,1,0.536981415,0.219819408,0.036631239,0,1,2,1/2,100,100,-0.136,0.438,2,1077.04,517.138,37.3401,37.3018,30.0001,36.9904,36.9075,30.7706,23.3328,86.3095,-999.9,400,38.8952,99.5392,100.981
23,1567185137,3219.5,20190830 11:12:17,11:12:17,1,15,1567185132,0.000482184,0.827415063,396.2857778,222.4932977,18.67907417,33.26954794,0.009012819,1.760806416,0.008987268,0.005619332,297.7972877,39.72439947,39.96041667,7.397990408,49.96159312,3.177428148,6.359741453,4.220562259,-21.26430031,-265.9514257,-36.5118797,-25.93031807,-0.00100818,0.019472134,2.366410383,9,1,1,0,42880.70086,1558.332222,763.5827889,0.49,0.39,36,0.5,0: Broadleaf,1567185132,396.2857778,399.9523889,37.84751111,36.17733889,999.9946111,83.85447222,0.0989518,37.15882222,39.96041667,40.36192222,0,0,9998.327222,1558.332222,322.4125556,1567185171,11:12:50,22,-0.073,0.398,400,37,0.29,0.04,-3.786190732,0.453943345,0.062480589,0,1.765963902,-0.583762375,0.058605103,0,0,2,0/2,100,100,-0.073,0.398,2,1081.32,511.75,37.0918,37.2797,30.0004,37.0217,36.9555,30.7078,29.5979,80.3718,-999.9,400,36.3071,99.5513,100.989
24,1567185203,3285.5,20190830 11:13:23,11:13:23,1,15,1567185198,0.000474821,0.767930751,396.5636667,231.8660901,19.46546582,33.29204583,0.008931172,1.760749765,0.008906081,0.005568549,297.1504142,39.60340539,39.82805,7.345821181,49.84818674,3.149803863,6.318793258,4.196017318,-20.93959963,-264.6197126,-36.28636478,-24.69526284,-0.001008119,0.01947097,2.366317524,9,1,1,0,42894.5629,1554.947222,761.9241389,0.49,0.39,36,0.5,0: Broadleaf,1567185198,396.5636667,400.0061111,37.51940556,35.87417222,999.9925556,83.85172778,0.09959865,37.04039444,39.82805,40.18873889,0,0,9998.056667,1554.947222,323.402,1567185224,11:13:44,23,-0.103,0.381,400,36,0.27,0.07,-3.481696829,0.772026272,0.093822399,0,1.750326829,-0.820242021,0.084783852,0,0,2,0/2,100,100,-0.103,0.381,2,1081.23,509.056,37.0087,37.3018,30.0003,37.046,36.98,30.6982,31.3,78.6791,-999.9,400,36.0431,99.5441,100.986
25,1567185255,3337.5,20190830 11:14:15,11:14:15,1,15,1567185250,0.000424769,0.776089375,396.6636111,213.6733548,17.93791001,33.29996934,0.007936199,1.763177329,0.007916407,0.004949528,297.7880512,39.81965306,39.97288333,7.402920359,49.83544852,3.182412571,6.385841135,4.220507788,-18.73231119,-260.3521307,-35.71012705,-17.00651773,-0.001010705,0.019520908,2.370298206,10,1,1,0,42973.18069,1558.283889,763.5591056,0.49,0.39,36,0.5,0: Broadleaf,1567185250,396.6636111,400.0641111,37.90836111,36.43715556,999.9962222,83.85008333,0.100065872,37.23396111,39.97288333,40.38359444,0,0,10023.89556,1558.283889,323.9807222,1567185276,11:14:36,24,-0.067,0.394,400,37,0.41,0.08,-3.476709268,0.196276516,0.049605043,0,1.404174634,0.753358537,0.088981133,0,0,2,0/2,100,100,-0.067,0.394,2,1079.85,509.25,36.9899,37.3266,30.0004,37.0716,37.007,30.7037,30.0563,77.5422,-999.9,400,36.7665,99.5382,100.979
26,1567186694,4776.1,20190830 11:38:13,11:38:13,2,1,1567186689,0.000281606,0.158641947,398.9503889,329.1501405,27.6362103,33.49680127,0.005996171,1.760601251,0.005984849,0.003741546,386.9701745,41.33735081,39.02781111,7.037165699,50.39402047,3.330380921,6.608682717,3.706784778,-12.41884439,-110.3832923,-15.13926393,249.0287739,-0.001007961,0.019467918,2.366074099,41,4,1,0,42774.58359,2024.961667,992.2312167,0.49,0.39,36,0.5,0: Broadleaf,1567186689,398.9503889,399.9259444,39.66518333,38.69161667,1000.004778,83.86218333,0.100139317,37.86487222,39.02781111,38.39121667,0,0,9995.243333,2024.961667,345.9196667,1567186713,11:38:33,26,-0.287,0.422,400,39,0.42,0.1,-1.031889829,0.414883045,0.060513334,0,0.96414822,-0.13870361,0.032167519,0,0,2,0/2,100,100,-0.287,0.422,2,1046.43,507.825,37.0203,37.389,30.0001,37.1681,37.0876,30.7593,21.1645,67.9038,-999.9,400,38.4383,99.5247,100.787
27,1567186759,4841.6,20190830 11:39:19,11:39:19,2,1,1567186754,0.000271802,0.120348323,399.113,337.2299695,28.31374403,33.50942782,0.005707744,1.761481566,0.005697489,0.003561851,387.1550107,41.54832941,39.10322222,7.065763887,49.49300697,3.307853705,6.683476935,3.757910182,-11.98647421,-97.88305745,-13.43641466,263.8490644,-0.001008898,0.019486013,2.367517182,39,4,1,0,42784.08977,2025.928889,992.7051556,0.49,0.39,36,0.5,0: Broadleaf,1567186754,399.113,399.9367778,39.39808889,38.45815556,1000.004056,83.85975,0.1000003,38.07249444,39.10322222,38.45269444,0,0,10004.82389,2025.928889,346.4921111,1567186777,11:39:37,27,-0.263,0.424,400,39,0.31,0.1,-0.853977854,0.29806731,0.058913137,0,1.01972339,-0.943682028,0.108740076,0,0,2,0/2,100,100,-0.263,0.424,2,1048.46,507.947,37.1409,37.3548,29.9997,37.1471,37.0667,30.7759,19.933,67.5314,-999.9,400,38.8624,99.5406,100.802
28,1567186819,4901.1,20190830 11:40:18,11:40:18,2,1,1567186814,0.000234935,0.12576541,399.1410556,329.9058977,27.69932143,33.5123939,0.004891947,1.760382966,0.004884407,0.003053431,387.5295667,41.63547615,39.30217222,7.141695975,50.02714719,3.3556996,6.707757264,3.785996375,-10.36063719,-110.3479891,-15.17635233,251.644588,-0.001007729,0.019463433,2.365716333,38,4,1,0,42727.37614,2027.888889,993.6655556,0.49,0.39,36,0.5,0: Broadleaf,1567186814,399.1410556,399.9313889,39.96722778,39.15526667,1000.002778,83.86152778,0.099752161,38.13946111,39.30217222,38.63832778,0,0,9993.018889,2027.888889,347.2313889,1567186837,11:40:36,28,-0.26,0.435,400,39,0.34,0.14,-0.810663683,0.069254091,0.037868572,1,0.85424839,-0.470687728,0.05014814,0,1,2,1/2,100,100,-0.26,0.435,2,1049.33,509.559,37.2597,37.3245,29.9998,37.1227,37.0484,30.8082,18.5281,67.8295,-999.9,400,39.1198,99.5518,100.814
29,1567187334,5416.5,20190830 11:48:54,11:48:54,2,3,1567187329,0.000561575,0.578048876,397.0491111,268.3574365,22.52974286,33.33395374,0.009534174,1.761791508,0.009505602,0.005943561,349.5432395,42.16072657,41.81796111,8.16470416,50.11255281,3.550894674,7.085838727,4.613809486,-24.76547638,-252.8376017,-35.3398509,36.60031052,-0.001009228,0.019492387,2.368025363,21,2,1,0,42648.84409,1829.111667,896.2647167,0.49,0.39,36,0.5,0: Broadleaf,1567187329,397.0491111,399.9327778,42.2956,40.35944444,1000.004222,83.85426111,0.099972283,39.156,41.81796111,41.02100556,0,0,10008.75167,1829.111667,357.6185556,1567187357,11:49:16,29,-0.185,0.44,400,40,0.34,0.04,-2.909348293,-0.436195401,0.04751092,0,1.916506341,0.086854495,0.029809659,1,1,2,1/2,100,100,-0.185,0.44,2,1068.31,512.03,38.2757,37.6726,30.0007,37.3564,37.2809,30.9884,23.9799,81.6364,-999.9,400,40.4221,99.4968,100.807
30,1567187435,5517,20190830 11:50:34,11:50:34,2,3,1567187430,0.000542198,0.513877612,397.3823889,271.559471,22.79760968,33.36053264,0.008861867,1.760618793,0.008837161,0.005525439,350.8123558,42.92920568,42.47705556,8.452813997,49.80889885,3.674098976,7.376390687,4.77871502,-23.91090996,-244.0681072,-34.36742478,48.46591387,-0.00100798,0.019468278,2.366102851,15,1,1,0,42496.11475,1835.752778,899.5188611,0.49,0.39,36,0.5,0: Broadleaf,1567187430,397.3823889,400.008,43.76495556,41.89847222,1000.001278,83.85064444,0.100062911,39.90571111,42.47705556,41.70446667,0,0,9996.803889,1835.752778,356.9005556,1567187454,11:50:54,30,-0.138,0.463,400,42,0.34,0.04,-2.667395122,-0.094282369,0.026948656,1,1.77823,0.677705854,0.067787802,0,1,2,1/2,100,100,-0.138,0.463,2,1074.7,512.941,38.6587,37.9327,30.0013,37.5615,37.4836,31.0448,18.1698,82.8307,-999.9,400,42.0642,99.4366,100.774
31,1567187492,5574,20190830 11:51:31,11:51:31,2,3,1567187487,0.000541846,0.484465831,397.4543889,274.6798041,23.05865622,33.36526378,0.008707069,1.761635977,0.008683231,0.005429156,352.137422,43.29060464,42.75155556,8.575377099,49.50055604,3.72058528,7.516249468,4.854791818,-23.89539336,-236.8687333,-33.4341517,57.93914361,-0.001009063,0.019489188,2.367770347,16,2,1,0,42492.04988,1842.686667,902.9164667,0.49,0.39,36,0.5,0: Broadleaf,1567187487,397.4543889,399.9737778,44.32043333,42.45622778,999.9921667,83.84747222,0.099930822,40.2575,42.75155556,41.9818,0,0,10007.91944,1842.686667,356.9158333,1567187511,11:51:51,31,-0.156,0.468,400,43,0.25,0.05,-2.510335366,0.164878537,0.042093667,0,1.888116098,-0.260995401,0.036750392,0,0,2,0/2,100,100,-0.156,0.468,2,1073.32,513.306,38.9331,38.0986,30.0009,37.697,37.6103,31.066,17.3105,84.7973,-999.9,400,42.8788,99.4094,100.759
32,1567187767,5849,20190830 11:56:06,11:56:06,2,5,1567187762,0.000351271,0.236908699,398.6579444,295.9608521,24.84575251,33.46711755,0.005600191,1.758042108,0.005590299,0.003494824,264.5233803,42.24298849,42.72115556,8.561728329,49.68458019,3.671028558,7.388667759,4.890699771,-15.49103553,-263.8979053,-37.26316191,-52.12872244,-0.001005242,0.019415392,2.361881346,41,4,1,0,42381.10036,1384.214444,678.2650778,0.49,0.39,36,0.5,0: Broadleaf,1567187762,398.6579444,400.0149444,43.72903333,42.51976111,1000.002889,83.84946667,0.099989289,39.93682222,42.72115556,43.38078333,0,0,9969.787222,1384.214444,342.1553889,1567187788,11:56:27,32,-0.157,0.438,400,42,0.43,0.12,-1.353200976,0.039522021,0.043835976,1,1.247882439,0.094724321,0.060045673,1,2,2,2/2,100,100,-0.157,0.438,2,1046.31,498.712,39.4637,38.83,30.0009,38.3916,38.2723,30.9427,22.4657,96.6211,-999.9,400,42.9978,99.2347,100.666
33,1567187825,5907.5,20190830 11:57:05,11:57:05,2,5,1567187820,0.000301154,0.265326717,398.6471667,277.0432221,23.25865226,33.46768693,0.004836024,1.76078487,0.004828657,0.003018572,265.0078188,42.21154927,42.70155,8.552935947,50.20614971,3.699001146,7.367625615,4.8539348,-13.28090256,-267.512892,-37.70165838,-53.48763406,-0.001008157,0.019471691,2.366375066,40,4,1,0,42506.32485,1386.749444,679.5072278,0.49,0.39,36,0.5,0: Broadleaf,1567187820,398.6471667,400.0345556,44.0603,43.0239,999.9875556,83.85276111,0.100392778,39.88347222,42.70155,43.37987778,0,0,9998.303889,1386.749444,341.8235556,1567187846,11:57:26,33,-0.152,0.451,400,43,0.47,0.11,-1.405508293,0.189211568,0.035303424,0,0.959060488,0.620505909,0.061696795,0,0,2,0/2,100,100,-0.152,0.451,2,1047.25,500.047,39.4958,38.942,30.001,38.5088,38.3886,30.996,20.3792,96.428,-999.9,400,42.9405,99.2067,100.653
34,1567187895,5977.5,20190830 11:58:15,11:58:15,2,5,1567187890,0.000322023,0.194760348,398.8745,303.5303546,25.48174878,33.48600773,0.005173443,1.76074668,0.005165013,0.00322889,266.5178273,42.11702678,42.69809444,8.551387065,50.47848478,3.699168547,7.328208371,4.852218518,-14.20122822,-276.6995578,-38.977966,-63.36092467,-0.001008116,0.019470906,2.366312469,40,4,1,0,42518.28309,1394.651111,683.3790444,0.49,0.39,36,0.5,0: Broadleaf,1567187890,398.8745,400.0380556,44.0633,42.95508889,999.9918333,83.85142222,0.0998149,39.78317778,42.69809444,43.30948889,0,0,9998.060556,1394.651111,343.5082778,1567187915,11:58:35,34,-0.11,0.441,400,43,0.34,0.09,-1.226192683,0.194433031,0.041979691,0,1.125806829,-0.025457143,0.015769874,1,1,2,1/2,100,100,-0.11,0.441,2,1047.1,498.602,39.5226,39.0969,30.0012,38.6655,38.5488,30.9753,20.649,96.8541,-999.9,400,42.5814,99.1687,100.629
35,1567188210,6292,20190830 12:03:29,12:03:29,2,7,1567188205,0.000604948,0.643527393,396.8492778,263.0507848,22.08405047,33.3169106,0.010109932,1.759868726,0.010077777,0.006301491,371.5307808,42.59413231,42.06218333,8.270453333,49.95593313,3.586777429,7.179882758,4.683675903,-26.67821086,-252.4372644,-35.40528332,57.01002226,-0.001007182,0.019452871,2.364873607,52,5,1,0,42532.4452,1944.169444,952.6430278,0.49,0.39,36,0.5,0: Broadleaf,1567188205,396.8492778,400.0302778,42.72335,40.63855556,999.9881111,83.85365,0.099912383,39.40153333,42.06218333,41.5893,0,0,9988.534444,1944.169444,393.1833889,1567188231,12:03:50,35,-0.118,0.398,400,40,0.14,0.06,-3.226254878,0.707899443,0.093014157,0,2.129259756,0.063928432,0.023574465,1,1,2,1/2,100,100,-0.118,0.398,2,1033.28,485.588,39.2192,39.3635,30,39.0047,38.9044,30.7987,24.0683,99.247,-999.9,400,40.973,99.1188,100.606
36,1567188293,6375,20190830 12:04:52,12:04:52,2,7,1567188288,0.000575462,0.587430496,397.1084444,263.2368743,22.09894273,33.33756638,0.009315057,1.760723836,0.009287765,0.005807299,372.1187318,43.14162196,42.59637778,8.505903283,49.83765427,3.681962581,7.387913085,4.823940702,-25.37785575,-252.6374437,-35.59722871,58.50620368,-0.001008092,0.019470437,2.366275025,55,6,1,0,42496.66773,1947.246111,954.1505944,0.49,0.39,36,0.5,0: Broadleaf,1567188288,397.1084444,400.0458333,43.85858333,41.87780556,1000.012,83.85061667,0.100170189,39.93491111,42.59637778,42.15515556,0,0,9997.915556,1947.246111,391.507,1567188312,12:05:11,36,-0.145,0.421,400,42,0.29,0.05,-2.949115366,0.412718467,0.04572126,0,1.943799756,0.151483902,0.017950965,0,0,2,0/2,100,100,-0.145,0.421,2,1030.7,487.591,39.448,39.4549,30.0004,39.0983,39.0003,30.8343,19.6856,100,-999.9,400,42.1887,99.1084,100.601
37,1567188406,6488.5,20190830 12:06:46,12:06:46,2,7,1567188401,0.000572727,0.565574588,397.2139444,263.7398569,22.138377,33.34221894,0.009070798,1.760211024,0.00904491,0.005655388,376.5564985,43.63278977,43.06883889,8.718956358,50.2176915,3.800186083,7.567424883,4.918770276,-25.2572819,-254.7053604,-36.05734314,60.53651306,-0.001007546,0.019459901,2.365434542,53,5,1,0,42413.41886,1970.468333,965.5294833,0.49,0.39,36,0.5,0: Broadleaf,1567188401,397.2139444,400.069,45.27253889,43.30406111,999.9986667,83.84022222,0.099980289,40.38480556,43.06883889,42.62270556,0,0,9993.744444,1970.468333,393.6476667,1567188427,12:07:06,37,-0.182,0.435,400,43,0.32,0.04,-2.802318049,-0.007242439,0.043242702,1,1.90598439,0.406270871,0.066204762,0,1,2,1/2,100,100,-0.182,0.435,2,1032,489.545,39.8129,39.5839,30.0003,39.2188,39.1216,30.897,15.7382,100,-999.9,400,43.1543,99.0934,100.591
38,1567188721,6803.6,20190830 12:12:01,12:12:01,2,9,1567188716,0.000899434,0.588472742,395.9328889,290.4892165,24.38165805,33.23187148,0.013663771,1.763642113,0.013605232,0.008508509,315.2717902,43.00915691,43.56256111,8.946515801,50.25927925,3.819732987,7.600055241,5.126782814,-39.66503598,-294.4646825,-41.7190424,-60.57697073,-0.001011201,0.01953048,2.371060719,74,7,1,0,42549.78556,1649.773889,808.3892056,0.49,0.39,36,0.5,0: Broadleaf,1567188716,395.9328889,399.3333889,45.50926111,42.41867222,1000.005167,83.83302222,0.100069494,40.46558889,43.56256111,42.52158333,0,0,10030.85222,1649.773889,363.544,1567188742,12:12:21,38,-0.165,0.41,400,42,0.29,0.03,-3.09700878,-3.435423763,0.361239781,0,3.055942683,0.516391359,0.055404855,0,0,2,0/2,100,100,-0.165,0.41,2,1009.23,487.639,40.389,40.0064,30.0009,39.619,39.5115,30.8931,14.3793,100,-999.9,400,42.208,98.9882,100.536
39,1567188789,6871.6,20190830 12:13:09,12:13:09,2,9,1567188784,0.000932647,0.479424794,396.9613889,305.4512858,25.63792539,33.31878747,0.014163505,1.759922904,0.014100484,0.008818441,316.7124718,43.11997554,43.50617222,8.920268635,49.57140475,3.788900203,7.643318204,5.131368432,-41.12974822,-278.3749489,-39.53219517,-42.32442048,-0.00100724,0.019453984,2.364962387,71,7,1,0,42375.58408,1657.312778,812.0832611,0.49,0.39,36,0.5,0: Broadleaf,1567188784,396.9613889,400.0201111,45.14111111,41.93516111,1000.005556,83.83445556,0.100124478,40.57223333,43.50617222,42.41968333,0,0,9991.392778,1657.312778,363.7677778,1567188811,12:13:30,39,-0.174,0.404,400,42,0.27,0.03,-3.034964878,0.024040139,0.040843101,1,3.22620561,-0.15861324,0.018058437,0,1,2,1/2,100,100,-0.174,0.404,2,1012.34,486.648,40.3928,40.1042,30.0007,39.7142,39.6024,30.8841,14.5317,100,-999.9,400,42.4423,98.9598,100.52
40,1567188843,6925.1,20190830 12:14:02,12:14:02,2,9,1567188838,0.000882714,0.51857887,396.7921667,297.9257801,25.00618997,33.30447031,0.013402858,1.761935723,0.013346474,0.008346592,318.46178,43.21427118,43.59215556,8.960317751,49.97509221,3.832076142,7.667972127,5.128241609,-38.92767503,-281.1102801,-39.90287571,-41.47905085,-0.001009382,0.019495353,2.368261837,70,7,1,0,42453.81557,1666.466667,816.5686667,0.49,0.39,36,0.5,0: Broadleaf,1567188838,396.7921667,399.9199444,45.65566667,42.623,1000.006444,83.83475556,0.099538289,40.63277222,43.59215556,42.5048,0,0,10012.60389,1666.466667,364.7191111,1567188864,12:14:24,40,-0.145,0.409,400,42,0.34,0.03,-3.129008293,-0.193121394,0.035678485,0,3.023491951,-0.00653331,0.032366061,1,1,2,1/2,100,100,-0.145,0.409,2,1013.91,487.868,40.3953,40.1744,30.0008,39.7829,39.6754,30.9255,13.3727,100,-999.9,400,42.691,98.9403,100.509
41,1567189042,7124.1,20190830 12:17:21,12:17:21,2,11,1567189037,0.000871952,0.506365951,397.8996111,317.6674426,26.66323281,33.39747341,0.016391561,1.76171337,0.016307302,0.010199598,377.9965432,43.82038124,41.45562222,8.00996764,49.92477043,3.838769648,7.689108262,4.171197992,-38.45306252,-73.23556049,-10.29386147,256.0140587,-0.001009145,0.01949078,2.367897242,54,5,1,0,42437.23872,1978.003889,969.2219056,0.49,0.39,36,0.5,0: Broadleaf,1567189037,397.8996111,400.9715,45.73534444,42.73992778,1000.014833,83.83366667,0.100754167,40.68453889,41.45562222,41.01773333,0,0,10010.385,1978.003889,314.9691111,1567189066,12:17:46,41,-0.075,0.412,401,43,0.39,0.03,-3.098777561,-0.454289268,0.056121162,0,3.057723171,-0.63778662,0.066746441,0,0,2,0/2,100,100,-0.075,0.412,2,1031.48,487.587,40.3144,40.3192,29.9994,39.9666,39.8445,30.7553,12.3465,100,-999.9,400,42.8878,98.9086,100.483
42,1567189107,7189.6,20190830 12:18:27,12:18:27,2,11,1567189102,0.000904812,0.466769691,396.9359444,321.7652508,27.00688311,33.31622239,0.016932977,1.758896797,0.016842933,0.010534883,378.0234033,43.75288129,41.50235,8.029778942,50.09289458,3.839638596,7.665036386,4.190140346,-39.9022166,-83.14101753,-11.70418945,243.2759797,-0.001006149,0.019432922,2.363281223,53,5,1,0,42324.33898,1978.144444,969.2907778,0.49,0.39,36,0.5,0: Broadleaf,1567189102,396.9359444,399.9092778,45.7462,42.63787222,999.9954444,83.83319444,0.100303778,40.62557222,41.50235,41.06306667,0,0,9980.725556,1978.144444,315.0756667,1567189132,12:18:51,42,-0.052,0.412,400,42,0.44,0.03,-2.966857561,-0.286162578,0.038951903,0,3.09680439,0.05257108,0.023719046,1,1,2,1/2,100,100,-0.052,0.412,2,1032.33,487.561,40.2653,40.2283,29.9992,39.9143,39.7992,30.8442,12.863,100,-999.9,400,42.3622,98.9345,100.497
43,1567189154,7236.6,20190830 12:19:14,12:19:14,2,11,1567189149,0.000904101,0.499496557,396.8541111,318.3963457,26.72415059,33.30939306,0.016856574,1.756574357,0.016767221,0.010487502,376.6433428,43.78381609,41.56117222,8.054778282,50.12112776,3.849972081,7.681335701,4.204806201,-39.87086317,-84.81897228,-11.96183255,239.9916748,-0.001003685,0.019385318,2.359478269,48,5,1,0,42219.4535,1970.922778,965.7521611,0.49,0.39,36,0.5,0: Broadleaf,1567189149,396.8541111,399.944,45.86926111,42.76375556,999.9887778,83.83401667,0.099580417,40.66551667,41.56117222,41.11113333,0,0,9956.178889,1970.922778,314.4727222,1567189175,12:19:35,43,-0.078,0.419,400,43,0.29,0.03,-2.685747805,-5.30341754,0.741785193,0,2.745330512,5.050742864,0.730298882,0,0,2,0/2,100,100,-0.078,0.419,2,1037.84,488.342,40.2378,40.1289,29.9991,39.837,39.7331,30.8638,11.3038,100,-999.9,400,42.6145,98.9638,100.515
44,1567189399,7481.6,20190830 12:23:19,12:23:19,2,13,1567189394,0.000364529,-0.021159233,399.3051667,366.8426133,30.79484077,33.51993084,0.005848928,1.761253692,0.005838158,0.003649815,401.6175648,44.33595678,43.00198889,8.688533183,49.67732835,3.838123728,7.726107373,4.850409455,-16.07572898,-211.4718159,-29.96520872,144.1048112,-0.001008656,0.019481328,2.367143592,44,4,1,0,42405.5367,2101.609444,1029.788628,0.49,0.39,36,0.5,0: Broadleaf,1567189394,399.3051667,399.753,45.72153333,44.46923889,1000.0075,83.84541111,0.100236567,40.77486111,43.00198889,42.29977222,0,0,10004.12889,2101.609444,395.4418889,1567189418,12:23:38,44,-0.071,0.473,400,45,0.29,0.09,-0.575042829,0.235295603,0.201145096,0,1.174621463,0.180191916,0.021806709,0,0,2,0/2,100,100,-0.071,0.473,2,1042.76,493.3,39.928,39.5736,29.9993,39.365,39.2896,30.8931,3.0442,100,-999.9,400,44.6944,99.1069,100.603
45,1567189514,7596.6,20190830 12:25:14,12:25:14,2,13,1567189509,0.000407181,-0.13625003,399.7298889,393.6966446,33.04771353,33.55415658,0.006717403,1.76067708,0.006703197,0.004190772,287.1485587,43.57817607,42.79553889,8.595157743,49.31637267,3.874901453,7.857231267,4.720256291,-17.95666839,-161.7053125,-22.93284667,84.55373113,-0.001008042,0.019469476,2.366198387,42,4,1,0,42337.93883,1502.608889,736.2783556,0.49,0.39,36,0.5,0: Broadleaf,1567189509,399.7298889,399.8253333,46.16161111,44.76342222,999.9968333,83.84215556,0.099920111,41.09197222,42.79553889,42.24295,0,0,9998.431111,1502.608889,279.6763333,1567189536,12:25:36,45,-0.075,0.479,400,45,0.32,0.1,-0.409636566,1.8378853,0.348560414,0,1.404984146,-0.101703345,0.014051796,0,0,2,0/2,100,100,-0.075,0.479,2,1045.31,493.878,40.1869,39.4436,29.9995,39.2174,39.1452,30.9337,0,100,-999.9,400,45.3227,99.1457,100.626
46,1567189591,7673.6,20190830 12:26:31,12:26:31,2,13,1567189586,0.000412347,-0.029212231,399.5450556,366.7657243,30.78558254,33.53701415,0.006296628,1.762839732,0.00628416,0.003928718,403.1009255,44.89009131,43.58966111,8.959153707,48.64132522,3.872386047,7.961103093,5.086767661,-18.18450405,-213.8095856,-30.43573488,140.6711009,-0.001010345,0.019513957,2.369744426,37,4,1,0,42397.1502,2109.371667,1033.592117,0.49,0.39,36,0.5,0: Broadleaf,1567189586,399.5450556,400.033,46.13388333,44.71790556,999.9916111,83.83916111,0.098842089,41.33993889,43.58966111,42.80336667,0,0,10021.63167,2109.371667,397.2004444,1567189618,12:26:57,46,-0.049,0.482,400,45,0.5,0.08,-0.265971851,-2.274916847,0.244519388,0,0.744655977,6.110849144,0.658147803,0,0,2,0/2,100,100,-0.049,0.482,2,1049.71,492.913,40.2923,39.3696,29.9996,39.1328,39.0629,30.9383,0,100,-999.9,400,45.3227,99.1659,100.636
47,1567189878,7960.6,20190830 12:31:18,12:31:18,2,15,1567189873,0.000592102,0.680063061,396.808,246.6310611,20.70113534,33.30633244,0.009298265,1.760466217,0.009271068,0.005796854,328.4568408,42.42817622,42.88893889,8.637293569,50.48673586,3.669693117,7.268628195,4.967600452,-26.11169656,-309.2413373,-43.57719512,-50.47338816,-0.001007818,0.019465144,2.365852777,44,4,1,0,42526.61374,1718.769444,842.1970278,0.49,0.39,36,0.5,0: Broadleaf,1567189873,396.808,400.1020556,43.72032222,41.68194444,999.9982778,83.8354,0.100237494,39.63068889,42.88893889,42.37429444,0,0,9997.011667,1718.769444,364.3747778,1567189905,12:31:44,47,-0.049,0.427,400,42,0.42,0.05,-3.313910488,0.166168014,0.04262421,0,2.064183659,0.182494495,0.039731233,0,0,2,0/2,100,100,-0.049,0.427,2,1042.58,485.358,39.8435,39.2928,30.0003,38.9989,38.9113,30.7525,20.2556,100,-999.9,400,41.1804,99.1691,100.641
