SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1584031856,2272.4,20200312 10:50:55,10:50:55,ARTR,3,1584031848,7.35963E-05,-0.164049441,100.201129,177.8576083,14.8690665,8.37691041,0.003170779,3,0.003168919,0.001980741,241.6708669,25.82002877,25.82002877,3.338490985,47.22939596,1.452542919,3.075506026,1.885948067,-3.245594843,-222.8038186,-15.73031289,-0.108859438,29,6,1,0,44541.90428,1499.983548,1261.2009,0.840809822,0.191619644,6,0.5,1: Needles,2,1584031848,100.201129,100.0131129,17.37471613,17.28793226,100.509129,17.38071613,499.9837419,83.50100645,0.099951845,24.44245161,24.05872258,999.9,0,0,10002.17419,0,7.730024516,0.149296452,101.9332581,101.7725161,0.083911074,100.0131129,17.28793226,1.450567097,1.443560323,12.45681613,12.38311613,1499.983548,0.973006065,0.026993952,0,2.348458065,0,1033.819677,10240.52258,36.161,37.407,37.56606452,35.74796774,36.169,1459.492903,40.49064516,0,1584031855,0,2.337584,1.339061532,-2.19538455,1033.728,15,1584031873,10:51:13,1584031873,1584031872,16,0.038,0.003,-0.308,-0.006,100,17,0.33,0.26,-0.131600324,0.050022185,0.01484968,1,168.2039919,232.9025341,18.78251177,0,0.003067562,-0.010833479,0.000828694,1,2,3,2/3,2.95983,2.72236,0.0243916,0.0244599,0.0786766,0.0793272,25881.8,28291.2,26610.4,29449.8,37686.6,39330.5,41661.4,43552.2,2.03422,1.99975,0.280853,0,19.4452,999.9,74.71,21.298,22.7443,61.121,30.4607,1,-0.694985,-3.71335,20.2726,5.25667,11.9261,4.97455,3.2803,63.9,3909.6,9999,6715.6,1.86102,1.85441,1.85516,1.85552,1.86142,1.85742,1.85699,1.8643,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-0.308,-0.006,-0.346714286,0,0,0,-0.008865,0,0,0,-1,-1,-1,-1,2,2.1,2,454.057,450.548,26.5903,17.4947,29.9996,17.5386,17.4706,7.2911,0,100,26.59,100,20.8869,104.419,104.834
17,1584031994,2411,20200312 10:53:14,10:53:14,ARTR,3,1584031986,1.33909E-05,-0.182338462,50.23239677,548.5908491,45.86224687,4.199433121,0.000572585,3,0.000572524,0.000357833,241.6734774,26.03464254,26.03464254,3.38118157,47.63900697,1.482726693,3.112421495,1.898454877,-0.590536825,-225.2576505,-15.93671337,-0.111423294,28,6,1,0,44517.78395,1499.999677,1261.214468,0.840809826,0.191619652,6,0.5,1: Needles,2,1584031986,50.23239677,50.0144,17.73594516,17.72016129,50.38639677,17.73394516,500.0050323,83.5000871,0.100007484,24.64189355,24.29143548,999.9,0,0,10003.63065,0,7.817112258,0.063494519,50.98171613,50.91665161,0.00809984,50.0144,17.72016129,1.48031129,1.479635484,12.76630645,12.75930323,1499.999677,0.973005419,0.026994635,0,2.270567742,0,1040.347419,10240.62581,36.008,37.187,37.375,35.641,36.054,1459.508387,40.49129032,0,1584031994,0,2.276957692,-0.529042734,-6.565812091,1040.501154,15,1584032011,10:53:31,1584032010,1584032011,17,0.154,0.008,-0.154,0.002,50,18,0.23,0.16,-0.05272671,0.005462649,0.018401284,1,-157.8329259,-3107.048986,1346.810572,0,0.000351703,-0.011410969,0.000842607,1,2,3,2/3,2.96015,2.72258,0.012478,0.012493,0.0800178,0.0809904,26203.6,28646.1,26614.7,29456.1,37636.2,39264.5,41668.3,43559.5,2.0389,1.9998,0.281349,0,19.6731,999.9,77.744,21.601,24.1095,61.831,30.4607,1,-0.704337,-3.6244,20.2743,5.25727,11.9261,4.97515,3.28013,64,3909.6,9999,6718.3,1.86101,1.85441,1.85516,1.85551,1.86142,1.85743,1.85699,1.86429,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-0.154,0.002,-0.3085,0,0,0,-0.005685,0,0,0,-1,-1,-1,-1,2,2,2,455.347,449.165,26.5923,17.3822,29.9999,17.4001,17.3325,5.03217,0,100,26.59,50,20.8869,104.436,104.853
18,1584032132,2549,20200312 10:55:32,10:55:32,ARTR,3,1584032124,4.59956E-05,0.298188361,399.6566452,151.2624807,12.6460908,33.41274189,0.002002991,3,0.002002248,0.001251472,241.6741976,26.01807987,26.01807987,3.377870062,48.65211287,1.513510565,3.110883528,1.864359497,-2.028407492,-223.9160631,-15.83981896,-0.110091868,28,6,1,0,44499.35656,1500.004194,1261.218261,0.840809823,0.191619647,6,0.5,1: Needles,2,1584032124,399.6566452,400.0365161,18.10340968,18.04921613,399.6586452,18.10240968,500.0184516,83.50358387,0.100035113,24.63362581,24.31184194,999.9,0,0,9998.587097,0,7.904986129,-0.532072968,406.8707097,407.3895806,0.055344177,400.0365161,18.04921613,1.511795484,1.507174839,13.08799032,13.0411129,1500.004194,0.973003645,0.026996516,0,2.366848387,0,1064.203226,10240.64194,35.85670968,37.062,37.25,35.415,35.919,1459.513226,40.49129032,0,1584032132,0,2.365934615,-0.808666672,-22.42735049,1063.731538,15,1584032150,10:55:50,1584032150,1584032149,18,0.152,-0.002,-0.002,0.001,400,18,0.64,0.24,0.424926848,-0.150623175,0.022929014,1,-34.50653395,3056.996993,288.9816565,0,0.002033548,0.008730749,0.000698906,1,2,3,2/3,2.95969,2.72224,0.0809342,0.0812771,0.0809821,0.081638,24383.8,26648.4,26614.9,29457.5,37596.1,39236.3,41669,43559.6,2.04023,1.99975,0.272613,0,19.7824,999.9,80.356,21.893,25.3706,61.741,30.633,1,-0.706926,-3.62414,20.2741,5.25772,11.9261,4.97525,3.28015,64,3909.6,9999,6721,1.86106,1.85442,1.85516,1.8555,1.86142,1.85745,1.85699,1.86431,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-0.002,0.001,-0.15425,0,0,0,0.002165,0,0,0,-1,-1,-1,-1,2,2,2,455.42,448.389,26.5893,17.3489,30,17.3307,17.2596,19.9776,0,100,26.59,400,20.8869,104.438,104.855
19,1584032271,2688,20200312 10:57:51,10:57:51,ARTR,3,1584032263,2.11278E-05,0.262661339,399.6786129,-54.2305064,-4.533703115,33.41337363,0.000938867,3,0.000938704,0.000586705,241.6727322,25.78637121,25.78637121,3.331838774,49.0611401,1.504630465,3.066847737,1.827208309,-0.931737642,-224.974815,-15.87713907,-0.11095948,27,5,1,0,44521.00166,1499.991935,1261.208226,0.840810005,0.191620009,6,0.5,1: Needles,2,1584032263,399.6786129,400.0039355,17.99784194,17.97294516,399.6576129,17.99784194,500.0065161,83.50058065,0.10002381,24.39537097,24.06773548,999.9,0,0,9995.683871,0,7.979562903,-0.348682968,406.9802581,407.3247419,0.02544366,400.0039355,17.97294516,1.502875484,1.500750968,12.99745161,12.97580323,1499.991935,0.972997774,0.027001816,0,2.335390323,0,1037.183871,10240.54516,35.536,36.937,37.062,34.82432258,35.625,1459.49129,40.5,0,1584032271,0,2.337334615,0.122560685,-59.2249573,1037.191923,15,1584032290,10:58:10,1584032290,1584032288,19,0.023,0,0.021,0,400,18,0.39,0.12,0.279599798,0.416305231,0.057213735,1,-286.0857015,3742.229356,3310.671466,0,0.000905474,0.010305532,0.000857832,1,2,3,2/3,2.9602,2.72247,0.0809318,0.081287,0.0807435,0.081395,24384.2,26648,26615.2,29457.3,37606.6,39247.5,41669.5,43560.3,2.04293,1.99562,0.269998,0,19.5773,999.9,82.218,22.235,26.505,61.521,30.5449,1,-0.707223,-3.72216,20.2714,5.25473,11.9261,4.97445,3.27955,64,3909.6,9999,6723.8,1.86102,1.85442,1.85516,1.85552,1.86142,1.85745,1.85699,1.86432,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.021,0,-0.0023,0,0,0,0.00053,0,0,0,-1,-1,-1,-1,2,2,2,456.636,445.558,26.5883,17.3366,30,17.2994,17.2255,19.9412,0,97.8804,26.59,400,19.8091,104.439,104.856
20,1584032411,2828,20200312 11:00:11,11:00:11,ARTR,3,1584032403,7.5793E-06,0.739818318,599.1224194,-2904.840782,-242.839695,50.08560416,0.000333848,3,0.000333827,0.000208644,241.6726645,25.8419718,25.8419718,3.342834136,48.7500976,1.499771493,3.076448185,1.843062643,-0.334247038,-225.5253343,-15.92462626,-0.111543119,27,5,1,0,44531.57118,1499.99129,1261.207703,0.840810018,0.191620035,6,0.5,1: Needles,2,1584032403,599.1224194,600.0156774,17.94021935,17.9312871,599.2614194,17.94021935,499.9849032,83.49832258,0.099958081,24.44756774,24.11345161,999.9,0,0,10000.26935,0,8.078523548,-0.733168161,610.2302581,610.9711613,0.008979438,600.0156774,17.9312871,1.497982581,1.497232581,12.94758387,12.9399129,1499.99129,0.972998161,0.027001474,0,2.252148387,0,1023.326774,10240.52903,35.379,36.776,36.875,34.766,35.437,1459.490645,40.50064516,0,1584032411,0,2.241952,0.631315378,-0.249999996,1023.234,15,1584032434,11:00:33,1584032434,1584032427,20,-0.16,0,-0.139,0,600,18,0.6,0.12,0.609111363,-0.352276926,0.047141347,1,1369.476105,33909.75653,65325.49223,0,0.000333517,-0.002007277,0.000234848,1,2,3,2/3,2.96001,2.72237,0.108627,0.109001,0.080724,0.0815132,23651.1,25845.8,26617,29459,37610.1,39244.3,41672.5,43562.5,2.04405,1.9939,0.276908,0,19.5483,999.9,83.384,22.578,27.4488,61.441,30.641,1,-0.709705,-3.71343,20.2726,5.25862,11.9261,4.97565,3.28017,64.1,3909.6,9999,6726.7,1.86105,1.8545,1.85516,1.85556,1.86142,1.85744,1.85699,1.86432,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-0.139,0,0.021,0,0,0,4E-05,0,0,0,-1,-1,-1,-1,2,2,2,456.882,444.117,26.5898,17.2998,30,17.2595,17.1854,27.5065,0,96.3808,26.59,600,22.2698,104.446,104.862
21,1584032555,2971.5,20200312 11:02:34,11:02:34,ARTR,3,1584032547,5.04606E-05,1.153112742,798.5963226,-47.97392779,-4.010449426,66.75980705,0.00221593,3,0.002215022,0.00138447,241.6756868,26.07436929,26.07436929,3.389136024,49.36180412,1.540872176,3.121588045,1.848263848,-2.225314328,-223.7249639,-15.8353547,-0.109946125,26,5,1,0,44494.00532,1500.01,1261.223439,0.84081002,0.191620041,6,0.5,1: Needles,2,1584032547,798.5963226,800.0283871,18.43227097,18.37283548,798.8763226,18.42827097,500.0097742,83.49643548,0.100001371,24.69109677,24.39297419,999.9,0,0,10000.23871,0,8.170826129,-1.291198387,813.733,815.0023226,0.055544087,800.0283871,18.37283548,1.538704516,1.534067097,13.35827742,13.31199355,1500.01,0.973000097,0.026999765,0,2.391012903,0,1049.591935,10240.68065,35.429,36.75,36.812,34.95325806,35.45732258,1459.50871,40.50129032,0,1584032555,0,2.414988,-0.162461545,14.55461545,1049.9336,15,1584032574,11:02:53,1584032574,1584032572,21,-0.141,0.004,-0.28,0.004,800,18,0.57,0.13,1.038411716,0.233345623,0.04533687,1,-59.75257028,2457.409946,191.8586544,0,0.002070443,0.006179601,0.000463549,1,2,3,2/3,2.96003,2.72223,0.131918,0.132314,0.0821334,0.0827439,23032.1,25170.9,26615.1,29459.6,37548.2,39190.5,41669.7,43562.5,2.04573,1.9918,0.271261,0,19.9101,999.9,84.324,22.98,28.4409,61.481,30.7332,1,-0.709035,-3.60425,20.2754,5.25593,11.9261,4.97485,3.2795,64.1,3909.6,9999,6729.4,1.8611,1.85454,1.85517,1.8556,1.86142,1.85745,1.85701,1.86432,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-0.28,0.004,-0.139190476,0,0,0,0.000115,0,0,0,-1,-1,-1,-1,2,2.1,2,457.749,442.779,26.5897,17.3139,30,17.2516,17.1773,34.5984,0,96.3808,26.59,800,23.5013,104.439,104.862
22,1584032695,3111.5,20200312 11:04:54,11:04:54,ARTR,3,1584032687,7.06181E-05,1.378222068,998.2800968,262.7832475,21.96747774,83.4516508,0.003096568,3,0.003094794,0.001934405,241.6781,26.04358104,26.04358104,3.382969895,49.13793862,1.531530782,3.116799004,1.851439114,-3.114257064,-222.9004449,-15.77251523,-0.109117173,26,5,1,0,44502.49219,1500.024194,1261.23544,0.840810065,0.191620131,6,0.5,1: Needles,2,1584032687,998.2800968,1000.018516,18.32074839,18.23756129,998.2760968,18.31974839,500.0123871,83.49541613,0.100010716,24.66540645,24.38712258,999.9,0,0,10001.45484,0,8.252507097,-2.022078065,1016.625806,1018.595484,0.086237548,1000.018516,18.23756129,1.529953548,1.522753548,13.27084194,13.19853226,1500.024194,0.972997032,0.027002503,0,2.386619355,0,1071.145161,10240.76129,35.401,36.82012903,36.85670968,34.93522581,35.542,1459.518387,40.50387097,0,1584032695,0,2.388357692,0.501986322,14.13470083,1071.528462,15,1584032714,11:05:13,1584032712,1584032714,22,0.283,-0.003,0.004,0.001,1000,18,0.62,0.17,1.612164884,-0.004069932,0.067342578,1,151.4222734,1797.341538,152.207574,0,0.003211994,0.006518851,0.000491062,1,2,3,2/3,2.96006,2.72233,0.15224,0.152675,0.0816627,0.0821769,22492.7,24581.2,26613.7,29459.3,37566.6,39215.8,41668,43563.1,2.04603,1.989,0.263583,0,19.9959,999.9,85.118,23.373,29.4001,61.581,30.7933,1,-0.707058,-3.61732,20.2742,5.25548,11.9261,4.97455,3.27975,64.2,3909.6,9999,6732.4,1.86111,1.85455,1.85516,1.85561,1.86142,1.85745,1.857,1.86432,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.004,0.001,-0.2797,0,0,0,0.00406,0,0,0,-1,-1,-1,-1,2,2,2,458.036,441.215,26.5877,17.3428,30.0001,17.2638,17.1877,41.3053,0,100,26.59,1000,25.8818,104.434,104.863
23,1584032835,3251.5,20200312 11:07:14,11:07:14,ARTR,3,1584032827,-2.897E-05,1.842669036,1297.805226,3565.334402,298.0312495,108.4853395,-0.00125026,3,-0.001250549,-0.000781567,241.6722708,26.30547943,26.30547943,3.435735912,49.25695943,1.557102345,3.161182426,1.878633567,1.277578265,-226.9628893,-16.10027664,-0.113316961,25,5,1,0,44465.77246,1499.98871,1261.205545,0.840810025,0.191620051,6,0.5,1: Needles,2,1584032827,1297.805226,1299.97129,18.62754516,18.66166129,1297.763226,18.61754516,500.0049355,83.4913871,0.100000368,24.9021871,24.6325871,999.9,0,0,10001.64194,0,8.339938387,-2.202892258,1322.388065,1324.69129,-0.043474003,1299.97129,18.66166129,1.554459355,1.55808871,13.51457742,13.5503871,1499.98871,0.972999323,0.027000448,0,2.418906452,0,1102.305806,10240.53871,35.48577419,36.875,36.86280645,35.11890323,35.562,1459.487742,40.50096774,0,1584032834,0,2.416776,0.173799998,7.218461549,1102.1888,15,1584032861,11:07:40,1584032861,1584032854,23,0.037,0.009,0.042,0.01,1300,19,0.64,0.19,1.883933451,-0.363035359,0.073125551,1,3207.979196,-6089.683112,465.994272,0,-0.001591866,-0.004648624,0.000349121,1,2,3,2/3,2.96036,2.72261,0.178967,0.179372,0.0830084,0.084058,21785.5,23807.6,26613.3,29457.4,37509.7,39131.8,41667.8,43561.2,2.04732,1.98713,0.270613,0,20.1955,999.9,85.814,23.796,30.4079,61.741,30.7051,1,-0.705747,-3.48138,20.2767,5.25727,11.9261,4.9751,3.28013,64.2,3909.6,9999,6735.1,1.86111,1.85455,1.8552,1.85562,1.86142,1.85745,1.85699,1.86432,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.042,0.01,0.004,0,0,0,0.00065,0,0,0,-1,-1,-1,-1,2,2,2,458.994,440.351,26.5918,17.3693,30.0003,17.2867,17.2128,50.8169,0,100,26.59,1300,25.8818,104.433,104.858
24,1584032982,3398.5,20200312 11:09:41,11:09:41,ARTR,3,1584032974,-2.67985E-05,1.978913214,1597.628355,4168.090268,348.4203972,133.5494843,-0.001183476,3,-0.001183736,-0.000739811,241.677061,26.0583671,26.0583671,3.385929956,49.73968676,1.549356421,3.114929993,1.836573535,1.181812379,-226.9149831,-16.056972,-0.113081736,25,5,1,0,44503.0389,1500.017097,1261.229529,0.840810103,0.191620205,6,0.5,1: Needles,2,1584032974,1597.628355,1599.951613,18.53467097,18.56623226,1598.189355,18.52767097,500.013129,83.49232258,0.100012232,24.65537097,24.38525484,999.9,0,0,10001.61774,0,8.435034516,-1.720930968,1628.417419,1630.219032,-0.028794258,1599.951613,18.56623226,1.547733548,1.550136129,13.44802903,13.47184194,1500.017097,0.972996355,0.027003197,0,2.394306452,0,1115.504516,10240.72903,35.375,36.937,36.875,34.81619355,35.5,1459.507742,40.50548387,0,1584032981,0,2.401573077,-0.074109408,-3.222222195,1115.528846,15,1584032999,11:09:58,1584032999,1584032999,24,-0.602,-0.003,-0.561,0.007,1600,19,0.7,0.16,1.472783518,0.186279348,0.065412644,1,3850.486143,-5679.038667,641.3604163,0,-0.001066888,-0.002048406,0.000244866,1,2,3,2/3,2.95981,2.72233,0.202374,0.202713,0.082642,0.0835985,21165.3,23131.2,26611.2,29454.8,37522.5,39149.4,41664.8,43558.5,2.04623,1.98377,0.26425,0,20.0195,999.9,86.809,24.249,31.607,61.561,30.7572,1,-0.70094,-3.57255,20.2752,5.25922,11.9261,4.97565,3.28003,64.2,3909.6,9999,6738,1.86111,1.85455,1.85525,1.85562,1.86143,1.85745,1.85707,1.86432,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-0.561,0.007,0.0415,0,0,0,0.009765,0,0,0,-1,-1,-1,-1,2,2.1,2,458.842,438.819,26.5901,17.4237,30.0002,17.3348,17.2583,59.662,0,98.1096,26.59,1600,18.5885,104.426,104.85
25,1584033523,3940,20200312 11:18:43,11:18:43,ARTR,5,1584033515,6.33381E-05,0.150590833,399.7499,308.5138986,25.78749414,33.41356176,0.003035717,3,0.003034011,0.00189641,241.6684351,24.65391375,24.65391375,3.114658682,49.43188527,1.417012043,2.866595185,1.697646639,-2.793212383,-223.3963004,-15.58750452,-0.108582276,5,1,1,0,44690.29531,1499.962333,1261.183589,0.840810173,0.191620346,6,0.5,1: Needles,2,1584033515,399.7499,399.961,16.95271,16.87799,399.8349,16.96071,499.9817667,83.48619,0.099976643,23.27267333,23.43011667,999.9,0,0,9997.616667,0,9.503116667,-0.6869446,406.1656,406.8273667,0.08944326,399.961,16.87799,1.416546667,1.409079667,12.09592333,12.01568,1499.962333,0.9729954,0.02700502,0,2.466213333,0,532.1683667,10240.33333,33.937,36.12496667,35.77686667,31.9665,34.03513333,1459.456333,40.50766667,0,1584033523,0,2.468096,1.059453847,-30.36900006,531.86708,15,1584033547,11:19:06,1584033547,1584033540,25,0.476,-0.015,-0.085,-0.008,400,17,0.55,0.16,0.547248449,-0.19755934,0.043084551,1,144.1748741,312.6613873,31.7467676,0,0.0035887,0.003186061,0.000247383,1,2,3,2/3,2.95986,2.72217,0.080901,0.0812008,0.0772742,0.0778149,24375.6,26638.6,26605.8,29445.3,37739.8,39393.1,41655,43548.4,2.08798,1.96443,0.282824,0,18.7765,999.9,83.647,25.378,32.5846,61.871,30.8013,1,-0.686781,-4.07465,20.2633,5.25398,11.9261,4.9743,3.27955,64.4,4111.4,9999,6749.1,1.86118,1.85466,1.85532,1.85564,1.86146,1.85748,1.85715,1.86435,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-0.085,-0.008,-0.561,0,0,0,0.006725,0,0,0,-1,-1,-1,-1,8.7,8.7,2,484.829,429.22,26.5901,17.5309,29.9997,17.5151,17.4379,19.8298,100,39.1653,26.59,400,13.4827,104.402,104.822
26,1584033668,4084.5,20200312 11:21:07,11:21:07,ARTR,5,1584033660,-1.76933E-05,-0.060898781,300.0150645,178.4263041,14.91308682,25.07562283,-0.000856955,3,-0.000857091,-0.000535669,241.663163,24.32060479,24.32060479,3.05314177,48.9492304,1.373430478,2.805826499,1.679711292,0.780273233,-226.7859501,-15.76912679,-0.111640596,4,1,1,0,44755.36855,1499.935161,1261.160265,0.840809855,0.191619709,6,0.5,1: Needles,2,1584033660,300.0150645,299.9356129,16.4322871,16.45317097,300.1990645,16.4402871,499.98,83.48127742,0.099934965,22.91840645,23.06133226,999.9,0,0,10000.92581,0,9.443330645,0.178198129,305.1277419,304.9530323,-0.02088743,299.9356129,16.45317097,1.37178871,1.373531613,11.6093129,11.62852581,1499.935161,0.973005258,0.026994442,0,2.37326129,0,492.6640968,10240.17419,32.89896774,35.409,34.92322581,30.13480645,33.11054839,1459.443871,40.49096774,0,1584033667,0,2.37538,-0.193169224,-17.10584619,492.59228,15,1584033683,11:21:23,1584033683,1584033682,26,-0.099,0,-0.184,-0.008,300,16,0.41,0.18,-0.143209869,-0.18924097,0.024309838,1,-144.5716642,-3040.11485,1457.146233,0,-0.00085606,0.0034409,0.000520389,1,2,3,2/3,2.96003,2.72238,0.0646264,0.0648709,0.0757137,0.0765246,24812.3,27118.9,26610.2,29451.3,37811.3,39457.9,41661.6,43557.6,2.09207,1.96467,0.277534,0,18.4733,999.9,72.5,25.327,28.155,61.751,30.9415,1,-0.69747,-4.24345,20.2601,5.25757,11.9261,4.975,3.28005,64.4,4178.4,9999,6751.8,1.86117,1.85459,1.8553,1.85563,1.86147,1.85745,1.85713,1.86438,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-0.184,-0.008,-0.085190476,0,0,0,-0.007995,0,0,0,-1,-1,-1,-1,2,2.1,2,486.174,428.394,26.5894,17.3686,29.9996,17.4101,17.338,15.8306,90.8578,29.3306,26.59,300,17.1698,104.419,104.844
27,1584033804,4220.9,20200312 11:23:24,11:23:24,ARTR,5,1584033796,3.16483E-05,-0.103266461,200.1476774,301.8143749,25.22386932,16.72716504,0.001500527,3,0.00150011,0.000937606,241.6703158,24.59760379,24.59760379,3.104190452,48.62237999,1.388389276,2.855453141,1.715801175,-1.395691753,-224.7145241,-15.66992181,-0.109821792,3,1,1,0,44700.10252,1499.980323,1261.198171,0.840809811,0.191619621,6,0.5,1: Needles,2,1584033796,200.1476774,200.0313548,16.61267097,16.57532258,200.5296774,16.61567097,499.9826452,83.47417419,0.099940961,23.2082129,23.36549032,999.9,0,0,9999.136129,0,9.279370968,0.314565903,203.7293226,203.402871,0.031964458,200.0313548,16.57532258,1.386279677,1.383612258,11.7683871,11.7392,1499.980323,0.973005871,0.026993774,0,2.478729032,0,478.3195161,10240.49677,32.427,34.82825806,34.312,30.79406452,32.562,1459.490323,40.49,0,1584033804,0,2.476772,-0.135392295,-5.500461552,478.21908,15,1584033821,11:23:41,1584033819,1584033821,27,-0.198,0.006,-0.382,-0.003,200,17,0.48,0.23,-0.267325209,-0.141779784,0.022056044,1,532.0737915,341.6204011,75.01824281,0,0.001294073,-0.000535862,0.00024618,1,2,3,2/3,2.95989,2.72213,0.0460163,0.046175,0.076176,0.0769188,25312.2,27667.9,26615.3,29456.9,37798.7,39447,41669.4,43564.4,2.09442,1.96213,0.290025,0,18.5818,999.9,65.889,25.277,25.5149,61.491,31.0817,1,-0.707312,-4.14542,20.2617,5.25518,11.9261,4.97455,3.27955,64.5,4203.2,9999,6754.5,1.86111,1.85458,1.85529,1.85562,1.86145,1.85745,1.85715,1.86432,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-0.382,-0.003,-0.18375,0,0,0,-0.008375,0,0,0,-1,-1,-1,-1,2,2,2,486.41,425.89,26.59,17.2407,29.9999,17.2988,17.2325,11.6335,0,27.0488,26.59,200,20.1828,104.439,104.861
28,1584033942,4358.9,20200312 11:25:42,11:25:42,ARTR,5,1584033934,-3.39852E-05,-0.146372407,100.1626452,-43.33324544,-3.621565041,8.371067766,-0.001642413,3,-0.001642913,-0.001026776,241.6782769,24.44737653,24.44737653,3.076412967,49.30876558,1.393828094,2.826734918,1.682584873,1.498745624,-227.4538884,-15.83552731,-0.112393181,3,1,1,0,44741.42591,1500.028387,1261.2387,0.840809888,0.191619776,6,0.5,1: Needles,2,1584033934,100.1626452,99.98292258,16.67762258,16.71772258,100.4386452,16.67662258,500.0254839,83.4747,0.100047381,23.04104839,23.18908065,999.9,0,0,10002.81935,0,8.678167097,0.074021897,101.7535484,101.6829032,-0.043905565,99.98292258,16.71772258,1.391842581,1.395507419,11.82902581,11.8688871,1500.028387,0.97300329,0.026996461,0,2.554529032,0,465.8205484,10240.80968,31.778,34.31606452,33.669,30.1086129,31.95732258,1459.533226,40.49516129,0,1584033942,0,2.555464,0.360953845,25.54938459,466.04032,15,1584033960,11:26:00,1584033960,1584033959,28,0.106,0.004,-0.276,0.001,100,17,0.36,0.18,-0.059402488,0.048965465,0.0180801,1,43.05670461,-45.04076449,16.40913053,0,-0.001779847,0.002344605,0.000390788,1,2,3,2/3,2.96008,2.72231,0.0243917,0.0244778,0.0766191,0.0776761,25889.1,28302.3,26616.4,29460,37781.9,39417.2,41671.6,43568,2.09632,1.96155,0.288315,0,18.4935,999.9,64.669,25.216,24.9536,61.611,31.1218,1,-0.712967,-4.17035,20.2612,5.25488,11.9261,4.9745,3.27953,64.5,4203.2,9999,6757.2,1.86111,1.85455,1.85527,1.85562,1.86142,1.85745,1.85713,1.86432,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-0.276,0.001,-0.3816,0,0,0,-0.0028,0,0,0,-1,-1,-1,-1,2,2,2,486.606,424.704,26.5931,17.1474,29.9998,17.2095,17.1444,7.1876,0,34.1477,26.59,100,22.7336,104.444,104.871
29,1584034081,4497.9,20200312 11:28:01,11:28:01,ARTR,5,1584034073,-5.79061E-06,-0.164512168,50.16011935,-868.5656291,-72.59064755,4.192147862,-0.000282366,3,-0.00028238,-0.000176486,241.6691484,24.4094419,24.4094419,3.069433192,49.67043986,1.401444022,2.821485023,1.667989171,0.255365888,-226.286918,-15.74881431,-0.111218,3,1,1,0,44742.27512,1499.969032,1261.189026,0.840810043,0.191620085,6,0.5,1: Needles,2,1584034073,50.16011935,49.96235484,16.76863548,16.77546774,50.30511935,16.76963548,499.9965484,83.47536774,0.099948987,23.01032903,23.16644839,999.9,0,0,10001.85161,0,8.325028065,0.066733319,50.88241935,50.81480968,-0.005018358,49.96235484,16.77546774,1.399919677,1.400339032,11.91674194,11.9213,1499.969032,0.972997323,0.027002758,0,2.399177419,0,459.2536129,10240.39032,31.25,33.875,33.125,29.62687097,31.5,1459.467742,40.50129032,0,1584034081,0,2.392744,0.212900001,-7.372538442,459.19416,15,1584034098,11:28:17,1584034098,1584034096,29,0.131,-0.002,-0.145,-0.001,50,17,0.42,0.18,-0.05486188,-0.163069867,0.019467098,1,-557.5343255,3882.205936,1190.600904,0,-0.000184833,-0.001827619,0.000160431,1,2,3,2/3,2.96026,2.72245,0.0124633,0.012483,0.0768578,0.0777432,26207.9,28652.9,26617.5,29461.3,37773.2,39416.2,41673.1,43570.1,2.09687,1.9625,0.282854,0,18.53,999.9,65.889,25.176,25.3606,61.151,31.1659,1,-0.715099,-4.1808,20.261,5.25488,11.9261,4.9745,3.27953,64.5,4203.2,9999,6760.1,1.86111,1.85455,1.85525,1.85562,1.86142,1.85745,1.85707,1.86432,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-0.145,-0.001,-0.276015,0,0,0,0.00081,0,0,0,-1,-1,-1,-1,2,2,2,486.452,424.808,26.5915,17.12,30,17.1637,17.0986,4.97017,0,42.8023,26.59,50,22.7554,104.448,104.876
