SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,MPF,MPF,MPF,MPF,MPF,MPF,MPF,MPF,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Match,Match,Match,Match,Match,Match,Match,Match,Match,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_?F,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,Ci:MN,Ci:SLP,Ci:SD,Ci:OK,gsw:MN,gsw:SLP,gsw:SD,gsw:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,s,mol m?² s?¹,µmol m?² s?¹,µmol mol?¹,µmol mol?¹,Pa,Pa,mol m?² s?¹,mol m?² s?¹,mol m?² s?¹,mol m?² s?¹,W m?²,°C,°C,kPa,%,kPa,kPa,kPa,W m?²,W m?²,W m?²,W m?²,,,,µmol s?¹,%,,%,µmol s?¹,,,,,,µmol m?² s?¹,,,,,,µmol m?² s?¹,µmol m?² s?¹,µmol m?² s?¹,,µmol µmol?¹,,,,,,,,,,ms,ms,ms,µmol m?² s?¹,,mol m?² s?²,,µmol m?² s?¹,µmol m?² s?¹,,J/µmol,cm²,,,s,µmol mol?¹,µmol mol?¹,mmol mol?¹,mmol mol?¹,µmol s?¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m?² s?¹,µmol m?² s?¹,µmol m?² s?¹,,,,,µmol m?² s?¹,,,°C,°C,°C,°C,°C,µmol m?² s?¹,µmol m?² s?¹,µmol m?² s?¹,s,,min?¹,min?¹,,s,secs,,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol?¹,µmol mol?¹ min?¹,µmol mol?¹,,mol m?² s?¹,mol m?² s?¹ min?¹,mol m?² s?¹,,,,,%,%,µmol/mol,mmol/mol,,µmol s?¹,µmol s?¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol?¹,mmol mol?¹,%,%
1,1566577007,0,20190823 10:16:46,10:16:46,1566576999,0.000685269,6.20130136,392.1939677,97.72228238,7.633508139,30.63595909,0.034909273,1.897321548,0.034556332,0.02162912,241.6731387,24.58167473,22.53824516,2.741872503,44.45485112,1.232232494,2.771874076,1.509640009,-30.22034835,18.33965007,1.996170224,231.7886107,-0.032280733,0.03623795,2.842000221,162,32,1,0,41760.64418,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1261.207713,6.20130136,#DIV/0!,#DIV/0!,0.004916955,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,1499.990968,1261.207713,0.840810205,0.19162041,6,0.5,0: Broadleaf,1566576999,392.1939677,399.9577097,15.77473548,14.96541935,500.0212258,77.91428387,0.200020806,22.71753871,22.53824516,999.9,0,0,9991.307419,0,0.877000516,1499.990968,0.972993677,0.027006029,0,2.187767742,0,5683.479677,10240.53226,38.5,40.76,39.78,38.82419355,38.23374194,1459.480968,40.51,0,1566577183,2.174388462,0.274492309,-693.7411956,5675.808077,15,0,--:--:--,0,2.213,0.144,0,0,0,0,101.4319765,-95.10658575,12.75132565,0,0.035415143,-0.011675954,0.001571247,1,1,2,1/2,100,100,2.213,0.144,2,316.664,378.792,20.7012,23.7631,30.0009,23.5849,23.5062,19.8976,44.75,39.9548,20.6912,400,15.1283,103.15,103.287
2,1566577127,120.5,20190823 10:18:47,10:18:47,1566577119,0.000659817,4.849594181,293.9305806,55.23033247,4.314515167,22.96143969,0.033558281,1.899524714,0.033232365,0.020799247,241.6751509,24.66733378,22.6490871,2.760386197,44.85378428,1.249173555,2.784990331,1.511212641,-29.09792434,14.98250025,1.630431418,229.1901583,-0.032333105,0.036296743,2.845736045,157,31,1,0,41814.71317,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1261.220961,4.849594181,#DIV/0!,#DIV/0!,0.003845158,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,1500.007097,1261.220961,0.840809996,0.191619992,6,0.5,0: Broadleaf,1566577119,293.9305806,299.9825484,15.99073548,15.21165161,500.0226129,77.91858387,0.199996516,22.79539032,22.6490871,999.9,0,0,10006.96516,0,1.01717,1500.007097,0.972998839,0.027000765,0,2.126341935,0,4856.892903,10240.65484,38.8363871,41.012,40.21951613,39.09451613,38.552,1459.507097,40.5,0,1566577303,2.1525,0.289716243,-163.2711111,4854.813846,15,0,--:--:--,0,2.213,0.144,0,0,0,0,62.41254476,-84.02816016,12.07643905,0,0.034566805,-0.011672393,0.001639504,1,1,2,1/2,100,100,2.213,0.144,2,321.778,377.279,19.7565,23.98,30.0011,23.8701,23.8056,15.8736,40.8558,32.2318,19.7091,300,15.3148,103.124,103.254
3,1566577248,241,20190823 10:20:47,10:20:47,1566577240,0.000687918,3.28386963,195.8669677,40.90645148,3.195509898,15.30063869,0.035052447,1.898859271,0.034696905,0.021717209,241.6698525,24.52147217,22.58225161,2.749209761,44.89099937,1.239959397,2.762155921,1.509250364,-30.3371783,7.923208469,0.861638595,220.1175213,-0.032317283,0.036278981,2.844607568,152,30,1,0,41814.25465,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1261.195732,3.28386963,#DIV/0!,#DIV/0!,0.002603775,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,1499.977419,1261.195732,0.840809812,0.191619624,6,0.5,0: Broadleaf,1566577240,195.8669677,199.9690968,15.87300323,15.06064516,500.0247419,77.91751935,0.199984903,22.65964839,22.58225161,999.9,0,0,10002.20484,0,1.009359774,1499.977419,0.973005,0.0269954,0,2.255948387,0,4645.005161,10240.45806,39.30812903,41.45529032,40.659,39.6066129,38.96748387,1459.487419,40.49,0,1566577423,2.251965385,0.577883758,-52.3740171,4644.796154,15,0,--:--:--,0,2.213,0.144,0,0,0,0,43.39417994,-22.80713338,5.132492795,0,0.035524223,-0.004184861,0.000900877,1,1,2,1/2,100,100,2.213,0.144,2,326.249,375.873,19.6169,24.186,30.0011,24.1257,24.0719,11.6397,38.8671,25.7376,19.595,200,15.1437,103.099,103.222
4,1566577368,361.5,20190823 10:22:48,10:22:48,1566577360,0.00072064,1.768268905,97.75671613,18.05770426,1.41045698,7.635613067,0.036670337,1.89841116,0.036281323,0.022710434,241.6722722,24.42648771,22.5803,2.748884002,45.01097423,1.237037275,2.748301489,1.511846727,-31.78023876,-0.357224542,-0.038840158,209.4959687,-0.03230663,0.036267022,2.843847702,148,30,1,0,41812.54809,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1261.208468,1.768268905,#DIV/0!,#DIV/0!,0.001402043,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,1499.992581,1261.208468,0.840809804,0.191619608,6,0.5,0: Broadleaf,1566577360,97.75671613,99.96307097,15.83745806,14.98642581,500.0237419,77.90832258,0.199999484,22.57680968,22.5803,999.9,0,0,10000.08806,0,1.266263548,1499.992581,0.973009032,0.026991287,0,2.232132258,0,4582.126129,10240.57419,39.782,41.99390323,41.169,40.185,39.43706452,1459.502581,40.49,0,1566577544,2.223896154,0.492858111,-19.46871794,4582.036154,15,0,--:--:--,0,2.213,0.144,0,0,0,0,18.22369285,-2.637230251,2.047681809,0,0.036718366,-0.001121255,0.000490282,1,1,2,1/2,100,100,2.213,0.144,2,330.095,373.856,19.1131,24.4177,30.001,24.3761,24.3284,7.20097,37.1737,19.6228,19.0302,100,15.0841,103.068,103.189
5,1566577448,441.5,20190823 10:24:08,10:24:08,1566577440,0.000744097,1.059938386,48.65800323,3.247151177,0.253616974,3.800406833,0.038391795,1.897772602,0.037965487,0.023766337,241.6748135,24.26398696,22.43785161,2.725197848,45.2937035,1.233196282,2.722666037,1.492001566,-32.81467203,-1.56439444,-0.169893981,207.1258531,-0.032291452,0.036249984,2.84276497,146,29,1,0,41815.44218,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1261.221755,1.059938386,#DIV/0!,#DIV/0!,0.000840406,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,1500.008387,1261.221755,0.840809802,0.191619604,6,0.5,0: Broadleaf,1566577440,48.65800323,49.97333548,15.78906452,14.91027419,500.0157097,77.90442258,0.200032613,22.42256129,22.43785161,999.9,0,0,9995.890323,0,1.02944129,1500.008387,0.973004226,0.026996071,0,2.120751613,0,4564.933226,10240.68065,39.683,41.937,41.125,39.776,39.375,1459.517742,40.49032258,0,1566577624,2.113196154,0.597323077,-20.73264958,4564.671154,15,0,--:--:--,0,2.213,0.144,0,0,0,0,3.37174041,-3.332029766,0.967309359,1,0.038301339,0.002895015,0.000643722,1,2,2,2/2,100,100,2.213,0.144,2,332.002,372.363,19.5581,24.5565,30.0005,24.5315,24.4856,4.97629,37.1459,16.217,19.6065,50,14.848,103.049,103.169
6,1566577569,562.4000001,20190823 10:26:09,10:26:09,1566577561,0.000714523,0.472812035,5.925453871,-14.81205833,-1.15691584,0.462815585,0.036566527,1.898605291,0.036179739,0.022646747,241.6749298,24.35032375,22.47650645,2.731607606,44.90188608,1.228166449,2.735222407,1.503441157,-31.51046319,2.22776382,0.241970554,212.634201,-0.032311245,0.036272203,2.844176886,144,29,1,0,41829.34841,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1261.219626,0.472812035,#DIV/0!,#DIV/0!,0.000374885,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,1500.005484,1261.219626,0.84081001,0.19162002,6,0.5,0: Broadleaf,1566577561,5.925453871,6.497887097,15.72428387,14.88037097,500.0190968,77.90637097,0.199980935,22.49827097,22.47650645,999.9,0,0,10001.7671,0,1.153045806,1500.005484,0.97299771,0.027001916,0,2.172164516,0,4546.033871,10240.64516,39.23374194,41.776,40.86280645,39.179,39.062,1459.504839,40.50064516,0,1566577745,2.151257692,-0.333535047,-8.884786346,4545.966154,15,0,--:--:--,0,2.213,0.144,0,0,0,0,-14.5920759,-5.278358897,1.240386171,0,0.036694759,-0.002363556,0.000362828,1,1,2,1/2,100,100,2.213,0.144,2,333.897,370.812,19.6575,24.7064,30.0002,24.7134,24.6676,0,35.3856,11.2697,19.6753,0,14.9622,103.033,103.153
7,1566577690,682.9000001,20190823 10:28:09,10:28:09,1566577682,0.000714192,6.603307005,391.7960645,90.97911811,7.106154596,30.60222458,0.036367079,1.898664834,0.035984486,0.022524343,241.6733014,24.46754678,22.55637097,2.744892566,44.80059284,1.234162033,2.754789513,1.510730533,-31.49586178,6.067685166,0.659686456,216.9048113,-0.03231266,0.036273792,2.844277854,143,29,1,0,41814.52222,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1261.210965,6.603307005,#DIV/0!,#DIV/0!,0.005235688,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,1499.995161,1261.210965,0.840810022,0.191620045,6,0.5,0: Broadleaf,1566577682,391.7960645,400.0555161,15.80080645,14.95734839,500.0180323,77.90754516,0.199989226,22.61564839,22.55637097,999.9,0,0,10002.05452,0,1.173397419,1499.995161,0.972996419,0.027003232,0,2.199277419,0,4455.301935,10240.58065,38.875,41.5,40.5,38.808,38.683,1459.493548,40.50096774,0,1566577865,2.184276923,0.671733325,-21.2020513,4455.105385,15,0,--:--:--,0,2.213,0.144,0,0,0,0,91.56229403,-19.30742419,3.552516027,0,0.036434045,-0.002336434,0.00037979,1,1,2,1/2,100,100,2.213,0.144,2,335.857,370.535,19.7356,24.783,30.0003,24.8278,24.7885,20.2538,34.2218,6.74219,19.6941,400,15.1003,103.023,103.143
8,1566577810,803.4000001,20190823 10:30:10,10:30:10,1566577802,0.000739431,6.621654938,391.72,103.3307141,8.070760645,30.59572738,0.038113077,1.898196098,0.037692993,0.023595477,241.6778247,24.19999616,22.2651871,2.696726987,44.35202886,1.202751782,2.711830356,1.493975205,-32.60891374,9.393743082,1.01870412,219.4813582,-0.032301518,0.036261283,2.843483036,138,28,1,0,41837.26963,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1261.232371,6.621654938,#DIV/0!,#DIV/0!,0.005250147,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,1500.020323,1261.232371,0.840810189,0.191620379,6,0.5,0: Broadleaf,1566577802,391.72,400.0135161,15.39894516,14.52529677,500.003,77.90613226,0.199982774,22.35698065,22.2651871,999.9,0,0,9998.786774,0,1.379697419,1500.020323,0.972994645,0.027005042,0,2.2145,0,4439.382258,10240.73548,38.687,41.20122581,40.125,38.24390323,38.437,1459.509677,40.51,0,1566577986,2.243269231,0.503384628,-0.595555575,4439.286923,15,0,--:--:--,0,2.213,0.144,0,0,0,0,105.409372,-25.38579775,3.740182247,0,0.038382704,-0.003577851,0.000449027,1,1,2,1/2,100,100,2.213,0.144,2,340.558,368.577,21.4386,24.8268,30.0003,24.9208,24.8846,20.236,36.6072,1.83834,21.5408,400,14.5236,103.018,103.132
9,1566577931,923.9000001,20190823 10:32:10,10:32:10,1566577923,0.000663129,9.297064331,588.3795806,133.8007489,10.45114574,45.95819381,0.033850579,1.898436138,0.033518804,0.02097879,241.6756281,24.59738447,22.6281,2.756872395,45.11743016,1.251211936,2.773234051,1.50566046,-29.24400158,9.981618934,1.086346172,223.4995916,-0.032307224,0.036267689,2.843890056,136,27,1,0,41792.27534,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1261.220729,9.297064331,#DIV/0!,#DIV/0!,0.007371481,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,1500.006452,1261.220729,0.840810203,0.191620406,6,0.5,0: Broadleaf,1566577923,588.3795806,600.0038065,16.01863548,15.23565806,500.0196774,77.90976452,0.200005645,22.72562581,22.6281,999.9,0,0,10000.08677,0,1.242512581,1500.006452,0.972993516,0.027006194,0,2.287690323,0,4452.226129,10240.63548,38.47764516,41,40,38.47154839,38.258,1459.496129,40.51032258,0,1566578107,2.276107692,-0.939309403,32.92478627,4452.521923,15,0,--:--:--,0,2.213,0.144,0,0,0,0,131.2533731,40.98817097,4.797966378,0,0.033646383,0.002823241,0.000356292,1,1,2,1/2,100,100,2.213,0.144,2,342.099,368.928,18.9446,24.8565,30.0002,24.9696,24.9408,27.836,32.6313,0,18.8836,600,15.3216,103.013,103.126
10,1566578051,1044.4,20190823 10:34:11,10:34:11,1566578043,0.000649567,11.56126857,785.5197419,211.7580426,16.54010919,61.35579147,0.033420529,1.898323678,0.033097067,0.020714468,241.6766063,24.38670316,22.52729677,2.740049727,45.53101034,1.24619865,2.737032718,1.493851077,-28.64592449,-1.856029419,-0.201687334,210.972965,-0.03230455,0.036264688,2.843699364,135,27,1,0,41819.54275,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1261.225877,11.56126857,#DIV/0!,#DIV/0!,0.009166692,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,1500.012581,1261.225877,0.8408102,0.191620399,6,0.5,0: Broadleaf,1566578043,785.5197419,800.0054516,15.95470645,15.18766774,500.0038065,77.90854516,0.199983742,22.50916129,22.52729677,999.9,0,0,9999.415806,0,1.369004839,1500.012581,0.97299271,0.027007016,0,2.198332258,0,4520.724516,10240.68065,38.375,41.12093548,39.94106452,38.57419355,38.25,1459.502258,40.51032258,0,1566578227,2.206938462,0.096170939,35.55897436,4521.170769,15,0,--:--:--,0,2.213,0.144,0,0,0,0,208.1331811,71.23677366,10.69066228,0,0.033233051,0.004032274,0.000534897,1,1,2,1/2,100,100,2.213,0.144,2,343.311,367.472,19.1096,24.9611,30.0003,25.0583,25.0299,34.895,33.5588,0,19.099,800,15.1026,103.008,103.119
11,1566578172,1164.9,20190823 10:36:11,10:36:11,1566578164,0.000637699,13.47418552,983.0386129,300.5651156,23.47649871,76.78304476,0.03281608,1.898139092,0.032504124,0.020342858,241.6749218,24.2752877,22.44884516,2.727019461,45.3859513,1.233471301,2.717738123,1.49354816,-28.12250819,-5.738871203,-0.623064328,207.1904781,-0.032300163,0.036259762,2.843386376,134,27,1,0,41830.55641,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1261.224978,13.47418552,#DIV/0!,#DIV/0!,0.010683412,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,1500.012581,1261.224978,0.8408096,0.1916192,6,0.5,0: Broadleaf,1566578164,983.0386129,999.9594839,15.79189677,15.03876129,500.012129,77.90787097,0.199991484,22.39276452,22.44884516,999.9,0,0,9998.144194,0,1.496973871,1500.012581,0.973010677,0.026989235,0,2.204816129,0,4607.277419,10240.73548,38.149,41.133,39.86483871,38.21951613,38.125,1459.53129,40.48032258,0,1566578347,2.203169231,-0.241839311,22.22256409,4607.365,15,0,--:--:--,0,2.213,0.144,0,0,0,0,298.7219494,23.10748911,4.464004068,0,0.032836402,-0.000467669,6.82993E-05,1,1,2,1/2,100,100,2.213,0.144,2,344.197,366.362,19.5982,25.046,30.0001,25.1409,25.1091,41.5618,34.1339,0,19.6106,1000,15.0231,103,103.11
12,1566578292,1285.4,20190823 10:38:12,10:38:12,1566578284,0.000607072,12.1035351,1184.61129,527.8012408,41.22665452,92.53021143,0.03098921,1.898602903,0.030710929,0.019219125,241.6757403,24.35263341,22.50832581,2.736893798,45.15380687,1.232093739,2.728659717,1.504800059,-26.77189257,-5.07561025,-0.551271045,209.2769664,-0.032311188,0.036272139,2.844172836,134,27,1,0,41834.95919,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1261.220789,12.1035351,#DIV/0!,#DIV/0!,0.009596682,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,1500.006452,1261.220789,0.840810243,0.191620486,6,0.5,0: Broadleaf,1566578284,1184.61129,1199.998387,15.77379032,15.0568,500.003871,77.91021935,0.199969355,22.45873871,22.50832581,999.9,0,0,10001.25548,0,1.575183548,1500.006452,0.972991065,0.027008729,0,2.233929032,0,4720.03,10240.62581,38.125,41.11280645,39.75,38.34858065,38.02,1459.491935,40.51225806,0,1566578468,2.225776923,0.483623934,-239.2423933,4718.670769,15,0,--:--:--,0,2.213,0.144,0,0,0,0,529.4889124,-57.96575265,8.82749783,0,0.031041605,-0.000986863,0.000118947,1,1,2,1/2,100,100,2.213,0.144,2,343.888,365.993,19.4257,25.0993,30.0002,25.2016,25.1718,47.9034,34.1339,0,19.4206,1200,15.0257,102.995,103.106
13,1566578413,1405.9,20190823 10:40:12,10:40:12,1566578405,0.000595404,13.71403643,1482.455161,724.3200318,56.57947295,115.8003756,0.030561166,1.899253174,0.030290575,0.018955721,241.6744684,24.25465998,22.45623548,2.728244624,45.42135152,1.23172414,2.711773426,1.496520484,-26.25732769,-10.1982967,-1.106409405,204.1124346,-0.032326648,0.036289495,2.845275548,134,27,1,0,41868.70698,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1261.22011,13.71403643,#DIV/0!,#DIV/0!,0.010873627,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0,0,1500.006452,1261.22011,0.84080979,0.19161958,6,0.5,0: Broadleaf,1566578405,1482.455161,1499.970968,15.76830645,15.06509677,500.0065484,77.91392903,0.199985355,22.35663548,22.45623548,999.9,0,0,10005.56452,0,1.649208065,1500.006452,0.973008581,0.026991416,0,2.205435484,0,4577.369677,10240.68065,37.94106452,41.062,39.687,38.06809677,37.93906452,1459.516452,40.48967742,0,1566578588,2.224626923,-0.376126488,-138.6047865,4576.237308,15,0,--:--:--,0,2.213,0.144,0,0,0,0,721.8632584,-20.33281631,13.00491139,0,0.030364211,0.001150647,0.000413618,1,1,2,1/2,100,100,2.213,0.144,2,344.325,365.271,19.5464,25.1497,30.0001,25.2584,25.2279,56.8424,34.1332,0,19.5535,1500,15.0606,102.989,103.095
